fips,net_migration_rate_65plus,net_migrants_65plus,total_expected_65plus,total_pop_2010,pop_65plus_2010,pct_65plus_2010,pct_55_64_2010,seasonal_housing_share_2010,total_pop_2020,pop_65plus_2020,pct_65plus_2020,change_65plus_pct,median_hh_income_2010,median_house_value_2010,healthcare_share_2010,manufacturing_share_2010,Scale,land_area_sqmi,state_fips,state_income_tax_2010,log_pop_2010,pop_density,is_rural,is_metro,is_south,is_west,is_coastal
01021,2.898071866783523,165.0,5705.0,43643,5921,13.566895034713472,12.130238526224137,0.5135387488328664,44147,7318,16.576437810043718,3.009542775330246,39.486,10.37,0.1378034339846063,0.17569567791592658,0.38,692.852,01,5.0,10.683798181855538,62.990364464560976,0,0,1,0,0
01023,-9.761856783015475,-273.0,2779.0,13859,2519,18.17591456815066,14.16408110253265,1.0180217361397716,12755,2948,23.112504900039198,4.936590331888539,31.076,6.34,0.10306704707560628,0.0,0.92,913.467,01,5.0,9.536690120068803,15.171867182941474,1,0,1,0,0
01025,-3.400069816150803,-148.0,4297.0,25833,4174,16.157627840359233,12.526613246622537,0.7437885741414781,23866,4745,19.88184027486801,3.724212434508779,27.439,7.33,0.14504283965728273,0.23194614443084455,1.26,1238.42,01,5.0,10.159408023364275,20.859643739603687,0,0,1,0,0
01027,0.5523159636062862,12.0,2418.0,13932,2449,17.578237151880565,13.063451047947172,0.5608028335301062,13285,2706,20.368837034249154,2.790599882368589,35.595,8.29,0.20592923175007968,0.4341727765380937,0.21,603.961,01,5.0,9.541943631485891,23.067714637203395,0,0,1,0,0
01029,6.231468849477036,137.0,2199.0,14972,2361,15.769436281057974,13.698904621960995,0.5656445370646026,14952,3074,20.55912252541466,4.789686244356687,36.077,8.79,0.0,0.30093071354705275,0.21,560.105,01,5.0,9.61393706902432,26.730702279036965,0,0,1,0,0
01031,6.6852155751156195,450.0,6703.0,49948,7210,14.435012412909426,12.080563786337791,0.5239587998208688,52238,8860,16.960833109996553,2.525820697087127,42.253,11.67,0.1542793686047434,0.25541365907828983,-0.66,678.986,01,5.0,10.818737743235035,73.5626360484605,0,0,1,0,0
01033,0.8724782468578797,78.0,9309.0,54428,9463,17.386271771882118,13.28360402733887,0.5668141936485751,54957,10900,19.833688156194842,2.4474163843127243,39.61,9.47,0.15427807486631015,0.2190374331550802,0.7,592.745,01,5.0,10.904634006310749,91.82363410910257,0,0,1,0,0
01035,-0.8345715491768688,-21.0,2369.0,13228,2362,17.856062896885394,14.854853341397037,0.4088537995206542,12219,2771,22.677796873721253,4.8217339768358585,26.944,7.25,0.0,0.1884278644842025,-1.0,850.2,01,5.0,9.490091074101683,15.558692072453539,1,0,1,0,0
01037,-2.8769612711022843,-60.0,2014.0,11539,1970,17.07253661495797,15.573273247248462,0.2778635381290522,10696,2497,23.345175766641734,6.272639151683766,35.56,7.31,0.023785926660059464,0.6551040634291377,1.59,650.911,01,5.0,9.353487881194667,17.727461972527735,0,0,1,0,0
01039,5.527346625766872,360.0,6520.0,37765,6939,18.37415596451741,13.462200450152256,1.0409474746401828,37096,7857,21.180181151606643,2.806025187089233,33.852,8.57,0.16822519083969464,0.22280534351145037,-0.17,1030.557,01,5.0,10.539138026747548,36.64523165627908,0,0,1,0,0
01041,0.9081379310344823,19.0,2175.0,13906,2210,15.892420537897312,13.469006184380843,0.9205642167780254,13826,2664,19.268045710979315,3.3756251730820033,35.14,7.19,0.14446952595936793,0.32247662044501774,-0.91,608.865,01,5.0,9.540075680658964,22.839217232062936,0,0,1,0,0
01043,6.405754550792719,769.0,11921.0,80406,12810,15.931646892022982,12.834863069920155,0.493873805796945,83345,15341,18.40662307276981,2.474976180746829,38.567,10.22,0.15881916767077578,0.1877838539252943,0.64,734.781,01,5.0,11.294844079248284,109.42852360090967,0,0,1,0,0
01045,0.0671142942405251,3.0,6702.0,50251,6759,13.450478597440846,11.766930011343057,0.5820875777219209,49293,8331,16.900979855151846,3.450501257711,43.353,9.39,0.10632314941480468,0.03625170998632011,-0.47,561.101,01,5.0,10.824785726220822,89.55785143851107,0,0,1,0,0
01047,-5.333821038040967,-350.0,6493.0,43820,6165,14.06891830214514,12.592423550890006,0.361243072050673,38184,6868,17.986591242405193,3.9176729402600543,26.029,7.03,0.18291078164751293,0.32704623212562506,-0.18,978.738,01,5.0,10.687845613149458,44.771941009749284,0,0,1,0,0
01049,2.2890502559816106,215.0,9571.0,71109,9875,13.887131024202281,12.13207892109297,0.678260310521071,71430,12124,16.973260534789304,3.086129510587023,35.065,8.44,0.1341812029636544,0.40137681582171403,-1.6,777.099,01,5.0,11.171969190058952,91.50571548798801,0,0,1,0,0
01051,14.954920751935127,1220.0,8139.0,79303,9436,11.8986671374349,11.921364891618223,0.35826928376764555,81526,12641,15.505482913426391,3.6068157759914907,53.128,13.65,0.15260023242300988,0.2349651365485183,2.11,618.447,01,5.0,11.281031237928802,128.22925812559524,0,1,1,0,0
01053,-1.32451282051282,-79.0,5850.0,38319,5812,15.167410423027741,12.338526579503641,0.44886570423389544,36775,6642,18.061182868796738,2.893772445768997,31.927,8.38,0.13648490022409562,0.15291857859353325,-0.03,945.223,01,5.0,10.553701135710886,40.53963985218303,0,0,1,0,0
01055,2.464749687108886,393.0,15980.0,104430,16508,15.807718088671837,13.54687350378244,0.5837231845576769,102721,19538,19.020453461317548,3.21273537264571,36.422,9.82,0.23676889672954268,0.15578775953317953,0.96,535.282,01,5.0,11.556272269473594,195.09342738967496,0,1,1,0,0
01057,-3.5713745271122312,-114.0,3172.0,17241,3084,17.887593527057597,14.076909692013222,0.7467109162024416,16406,3427,20.888699256369623,3.0011057293120267,34.56,7.15,0.2336244541484716,0.19159388646288208,-0.38,627.684,01,5.0,9.75504554717585,27.467642954097922,0,0,1,0,0
01059,0.8678481012658229,41.0,4740.0,31704,4825,15.218899823366137,11.749306081251577,0.4350306660961346,31587,5221,16.528951783961755,1.3100519605956187,33.942,7.82,0.12794927762186883,0.0,0.16,633.919,01,5.0,10.364198134870271,50.01269878328304,0,0,1,0,0
01061,3.2289438502673797,145.0,4488.0,26790,4674,17.4468085106383,13.829787234042554,0.5202175455190352,26383,5365,20.33506424591593,2.8882557352776317,34.14,7.72,0.1694016662458975,0.0,-0.51,574.481,01,5.0,10.195783962538654,46.63339605661458,0,0,1,0,0
01063,-4.07526455026455,-63.0,1512.0,9045,1454,16.07517965726921,15.035931453841902,1.378070701018574,8221,1834,22.308721566719377,6.233541909450167,22.222,7.15,0.0,0.28343023255813954,-0.04,647.023,01,5.0,9.109967397829395,13.9794103146256,1,0,1,0,0
01065,0.7577958137548056,17.0,2341.0,15760,2370,15.038071065989847,13.445431472081218,0.2873938602220771,14754,2850,19.31679544530297,4.278724379313122,29.299,7.06,0.0,0.0,1.43,643.983,01,5.0,9.66523036341187,24.472695707805954,0,0,1,0,0
01067,14.534609552691432,384.0,2638.0,17302,3044,17.593341810195355,15.304589064847995,0.2811832189854909,17123,3859,22.536938620568826,4.943596810373471,38.379,8.97,0.0,0.0894603404563564,0.07,561.75,01,5.0,9.75857738074032,30.800178015131287,0,0,1,0,0
01069,9.225476369092272,1234.0,13330.0,101547,14675,14.451436280737,12.438575241021399,0.28685540281118294,105319,18669,17.72614627939878,3.2747099986617805,41.022,11.63,0.2097198612113732,0.10704887874624502,-0.79,579.869,01,5.0,11.528277024474665,175.12058758098811,0,1,1,0,0
01071,4.300347972162226,360.0,8334.0,53227,8773,16.48223645894001,13.848234918368496,0.43169531186960386,51765,10356,20.005795421616924,3.523558962676912,36.312,8.63,0.13397825528636248,0.4106668949576235,1.25,1077.987,01,5.0,10.882321065382621,49.37629117976376,0,0,1,0,0
01073,-4.83765035243607,-4429.0,90371.0,658466,86443,13.127936749961275,12.249835223079096,0.2838111208709308,658615,104327,15.840361971713367,2.712425221752092,45.244,13.83,0.1690754375071281,0.07734783875913981,0.51,1111.382,01,5.0,13.397668166334368,592.4749546060671,0,1,1,0,0
01075,2.242544356360891,58.0,2649.0,14564,2732,18.758582806921176,14.144465806097225,0.5439216752787599,13854,2987,21.56056012703912,2.8019773201179454,33.887,6.82,0.0,0.0,-0.85,604.846,01,5.0,9.586308009295324,24.078856436183756,0,0,1,0,0
01077,8.540299978874728,1220.0,14201.0,92709,15553,16.77614902544521,13.063456622334401,0.6302664931150236,92870,18553,19.97738774631205,3.20123872086684,39.345,10.74,0.1748479497743771,0.14369236805964292,0.9,668.013,01,5.0,11.437220834219913,138.78322727252313,0,1,1,0,0
01079,0.8247254981699877,41.0,4918.0,34339,4999,14.557791432482018,13.098808934447712,0.4859150305338499,32969,5937,18.007825533076527,3.450034100594509,40.516,9.76,0.16313993174061434,0.0,0.54,690.684,01,5.0,10.444037013468341,49.71738161011403,0,0,1,0,0
01081,15.012269826800365,1652.0,10970.0,140247,12716,9.066860610209131,9.531041662210244,0.466413425013223,163461,19710,12.057922073155064,2.9910614629459324,40.894,13.95,0.1551417931824692,0.13712403322830136,-0.24,607.551,01,5.0,11.851160432781834,230.83988010883036,0,1,1,0,0
01083,16.244669583237396,1413.0,8686.0,82782,10187,12.305815273851803,11.942209659104636,0.5289190039168596,96921,14833,15.304216836392525,2.9984015625407228,46.682,12.23,0.1333670301104773,0.16138349339302477,-0.42,559.955,01,5.0,11.323965925436088,147.83687974926556,0,1,1,0,0
01085,-13.75700104493208,-264.0,1914.0,11299,1655,14.64731392158598,13.355164173820691,0.3501945525291829,9936,1882,18.94122383252818,4.293909910942201,29.714,6.4,0.050662878787878785,0.5478219696969697,-0.41,715.911,01,5.0,9.332469505209247,15.782688071561969,1,0,1,0,0
01087,-12.07320754716981,-417.0,3445.0,21452,3031,14.12921872086519,13.397352228230469,0.7505604834779218,18437,3672,19.916472311113523,5.7872535902483335,27.544,7.92,0.0,0.0,-0.56,608.827,01,5.0,9.973573160102816,35.234968225784996,0,0,1,0,0
01089,9.222211450422792,3438.0,37134.0,334811,40873,12.207782898411343,11.266356242775775,0.3229837415583795,367686,55157,15.001115081890525,2.7933321834791816,55.851,15.56,0.13200686332739392,0.12200884313337293,-1.25,801.583,01,5.0,12.72132147249381,417.68725135138845,0,1,1,0,0
01091,-1.828147507922789,-64.0,3471.0,21027,3424,16.2838255576164,13.287677747657773,0.30282309270294033,19138,3779,19.746054969171283,3.4622294115548833,32.94,7.9,0.16115351993214588,0.2676844783715013,-0.72,976.893,01,5.0,9.953562605168434,21.524363466623264,0,0,1,0,0
01093,5.843697956093868,309.0,5284.0,30776,5645,18.34221471276319,13.679490512087341,0.6853497998235732,29818,6325,21.21201958548528,2.8698048727220886,32.769,7.47,0.18430241384545318,0.3283740701381509,-0.31,742.342,01,5.0,10.33449044443213,41.45798028402003,0,0,1,0,0
01095,11.247901474639441,1394.0,12342.0,93019,13862,14.902331781679013,12.045926101119127,0.4387486986267414,96137,16497,17.1598864120994,2.257554630420387,37.661,10.13,0.11206706375468785,0.30607292553023857,0.37,565.845,01,5.0,11.440559052344039,164.38954130548117,0,1,1,0,0
01097,0.8929187696409868,480.0,52505.0,412992,53321,12.910903843173719,12.055923601425693,0.41751778940043544,413977,67171,16.22578065931199,3.3148768161382716,40.996,12.07,0.14892929292929294,0.10135353535353535,1.52,1229.37,01,5.0,12.93118350129551,335.93791942214307,0,1,1,0,1
01099,0.2216434540389974,6.0,3590.0,23068,3618,15.684064504941912,13.347494364487602,0.7500220594723374,21006,4211,20.046653337141766,4.3625888321998545,30.235,8.04,0.14432191913329465,0.17372799380924744,1.27,1025.669,01,5.0,10.046201654735302,22.490686566523895,0,0,1,0,0
01101,-4.287321178120617,-1242.0,28520.0,229363,27421,11.955284854139508,11.245928942331588,0.23120591100048207,226451,34045,15.034157499856482,3.0788726457169737,43.725,12.1,0.1582774437058538,0.11733354467372675,-0.28,785.3,01,5.0,12.343061180346144,292.0705462880428,0,1,1,0,0
01103,7.448569775663688,1169.0,15557.0,119490,16871,14.119173152565068,12.445392919909617,0.27738167327564317,119352,20840,17.460955828138616,3.3417826755735476,44.349,11.53,0.14621121000721674,0.2572047149386577,1.09,579.39,01,5.0,11.6909879648438,206.23414280536426,0,1,1,0,0
01105,0.2374076179647529,3.0,1759.0,10591,1769,16.702860919648757,12.000755358323104,0.7177538526493561,9104,1777,19.518892794376097,2.81603187472734,25.95,6.1,0.0,0.26339285714285715,0.84,719.656,01,5.0,9.267759862843668,14.71675356003424,1,0,1,0,0
01107,-0.04571773220747845,-2.0,3316.0,19746,3336,16.89456092373139,13.638205206117696,0.2952652114309818,20049,3791,18.908673749314183,2.0141128255827923,28.28,8.11,0.26462196861626247,0.17796005706134094,0.13,881.43,01,5.0,9.890706218171395,22.402232735441274,0,0,1,0,0
01109,4.025043521512062,162.0,4021.0,32899,4211,12.799781148363174,11.003373962734429,0.6943079845418222,33274,5115,15.372362805794316,2.572581657431142,29.181,9.39,0.12067803139747664,0.13830299528074738,-0.93,672.068,01,5.0,10.401197541154744,48.95189177285632,0,0,1,0,0
01111,6.729958506224067,242.0,3615.0,22913,3888,16.968533147121722,13.577445118491685,1.026539809714572,22732,4692,20.640506774590886,3.671973627469164,34.593,8.81,0.21271742229826063,0.25349301397205587,0.71,580.549,01,5.0,10.039459714059342,39.467814086321745,0,0,1,0,0
01113,-2.245441241036148,-153.0,6833.0,52947,6720,12.691937220239108,11.666383364496571,0.32526936369180726,57938,8281,14.29286478649591,1.6009275662568019,32.481,9.33,0.12449383181090498,0.0,-0.24,641.153,01,5.0,10.877046692200675,82.58091282424007,0,0,1,0,0
01115,23.886313617606604,2086.0,8724.0,83593,10909,13.05013577691912,12.508224372854187,0.47269350890520806,88929,14901,16.756063826198428,3.705928049279308,48.837,12.65,0.13211066210755362,0.16739198010568854,1.39,631.603,01,5.0,11.333715063509652,132.35054298348805,0,1,1,0,0
01117,25.735234403839055,4192.0,16254.0,195085,20627,10.573339826229592,11.808186175256939,0.31369643077683096,216350,33229,15.358909174948002,4.785569348718409,68.38,19.39,0.07966069694681195,0.0716231524436293,1.12,785.375,01,5.0,12.181190640006093,248.3972624542416,0,1,1,0,0
01119,1.8921704658077312,38.0,2018.0,13763,2063,14.989464506284966,12.468211872411539,0.5452402004126142,12595,2296,18.229456133386265,3.2399916271012987,25.338,6.63,0.17718715393134,0.0,-0.48,903.826,01,5.0,9.529739110979532,15.227488476764332,1,0,1,0,0
01121,0.27729649642670423,34.0,11474.0,82291,11591,14.085379932191856,13.198284137998078,0.5635245901639344,80244,14305,17.8268780220328,3.7414980898409453,36.948,8.7,0.1325894322284214,0.3744198040226921,1.34,736.782,01,5.0,11.318017024670775,111.68975354989671,0,0,1,0,0
01123,2.898097434419141,201.0,6938.0,41616,7193,17.284217608612074,14.381487889273355,0.5020125729275021,40450,8650,21.38442521631644,4.100207607704366,36.904,9.13,0.21069889451002435,0.14165261382799327,2.19,716.522,01,5.0,10.636239987688432,58.080561378436386,0,0,1,0,0
