AGEP,HINCP,TEN,SPORDER,PWGTP,WGTP,PUMA,state,puma_int
72,31608,2,1,20,20,03703,36,3703
82,24000,1,1,23,23,03808,36,3808
68,132070,2,1,13,14,04017,36,4017
73,58900,1,1,40,40,04011,36,4011
70,14200,1,1,13,13,04106,36,4106
82,304500,2,1,17,16,03805,36,3805
82,20000,2,1,17,17,04107,36,4107
79,0,2,1,15,15,04105,36,4105
75,47700,2,1,18,17,04004,36,4004
70,101000,2,1,17,16,04104,36,4104
78,359600,2,1,9,10,04110,36,4110
76,38000,2,1,16,16,04009,36,4009
73,28200,2,1,10,10,04016,36,4016
70,467100,1,1,26,26,03701,36,3701
89,78800,2,1,7,7,04015,36,4015
79,25200,2,1,53,53,03902,36,3902
70,91000,2,1,26,26,03709,36,3709
70,34800,2,1,12,11,03702,36,3702
82,20000,1,1,40,39,04010,36,4010
67,64800,1,1,17,17,03805,36,3805
65,292400,2,1,15,15,04113,36,4113
70,20800,1,1,4,4,04009,36,4009
68,60480,2,1,13,13,04013,36,4013
67,150700,1,1,21,22,03805,36,3805
87,109300,2,1,14,14,04014,36,4014
69,596000,1,1,13,13,03807,36,3807
87,20000,1,1,47,47,04112,36,4112
78,18700,2,1,17,16,03709,36,3709
66,126900,2,1,20,20,03805,36,3805
77,23000,2,1,13,12,04106,36,4106
67,63500,1,1,30,30,04105,36,4105
72,41900,2,1,18,19,04101,36,4101
75,29700,2,1,30,30,04114,36,4114
83,63000,2,1,11,11,04018,36,4018
69,225200,2,1,13,12,04107,36,4107
69,6480,1,1,16,16,03809,36,3809
86,41400,2,1,11,12,04018,36,4018
72,13500,2,1,14,15,04103,36,4103
75,95400,2,1,35,34,04113,36,4113
86,18000,2,1,16,16,04105,36,4105
69,89600,2,1,29,28,04010,36,4010
73,18000,1,1,12,12,03709,36,3709
76,44000,2,1,15,16,04016,36,4016
77,22100,2,1,16,16,03810,36,3810
82,51000,2,1,20,20,03806,36,3806
83,96300,1,1,15,15,04109,36,4109
77,100300,2,1,19,20,03805,36,3805
76,42600,2,1,14,15,03903,36,3903
67,2000,1,1,17,16,04106,36,4106
85,130000,2,1,25,24,04102,36,4102
66,229200,1,1,9,10,04105,36,4105
81,21200,2,1,11,11,04103,36,4103
90,194900,1,1,17,17,04112,36,4112
71,38200,1,1,7,8,04105,36,4105
75,57000,1,1,19,19,03805,36,3805
81,48000,2,1,23,23,03702,36,3702
73,38500,1,1,5,4,04109,36,4109
69,21600,2,1,3,3,04108,36,4108
67,186600,2,1,10,10,04014,36,4014
73,81000,1,1,9,9,04005,36,4005
75,32900,2,1,38,38,04008,36,4008
78,15100,2,1,17,17,03710,36,3710
73,4300,1,1,10,10,03903,36,3903
73,36700,2,1,23,23,04017,36,4017
74,112000,2,1,14,13,04106,36,4106
77,22100,2,1,12,12,04014,36,4014
66,132500,1,1,19,19,04101,36,4101
78,103700,2,1,14,14,03804,36,3804
65,16100,2,1,7,7,04016,36,4016
75,165300,2,1,17,17,03902,36,3902
65,27100,2,1,14,14,04114,36,4114
80,49700,2,1,24,25,03808,36,3808
75,322900,2,1,14,14,03808,36,3808
71,134000,2,1,10,10,04114,36,4114
69,122000,2,1,19,19,03901,36,3901
76,20200,2,1,10,10,04105,36,4105
71,308000,2,1,14,14,03807,36,3807
78,24730,1,1,14,14,03903,36,3903
71,26700,2,1,23,23,04103,36,4103
69,68800,1,1,16,15,04109,36,4109
78,23600,2,1,26,27,03702,36,3702
74,30000,1,1,22,21,04004,36,4004
71,127000,2,1,11,11,04014,36,4014
94,83400,2,1,9,9,04107,36,4107
77,14000,2,1,88,88,04017,36,4017
83,8030,2,1,15,15,04106,36,4106
78,42500,2,1,26,26,03808,36,3808
67,70200,1,1,18,18,03901,36,3901
82,38300,1,1,23,22,03810,36,3810
94,19000,2,1,13,14,04110,36,4110
70,87240,2,1,12,12,04104,36,4104
80,14800,2,1,21,21,03805,36,3805
85,101000,2,1,12,13,04102,36,4102
84,36100,2,1,36,35,04106,36,4106
71,229000,1,1,21,21,03806,36,3806
73,383600,2,1,8,8,04103,36,4103
94,23000,2,1,15,15,04108,36,4108
81,8200,1,1,44,45,04001,36,4001
94,19000,1,1,14,15,04111,36,4111
70,31200,2,1,14,14,04107,36,4107
72,131400,1,1,17,17,04010,36,4010
67,2000,2,1,20,19,03808,36,3808
73,89150,2,1,16,16,04102,36,4102
65,88700,2,1,12,12,04105,36,4105
72,432200,2,1,20,20,03805,36,3805
66,23500,2,1,17,17,04101,36,4101
86,30500,2,1,30,31,04108,36,4108
71,22000,2,1,11,11,04018,36,4018
74,36000,2,1,12,12,04108,36,4108
68,185800,1,1,26,26,04012,36,4012
82,18000,2,1,24,24,03805,36,3805
88,12000,2,1,20,19,03809,36,3809
87,44300,1,1,27,26,03902,36,3902
69,111200,1,1,16,16,04113,36,4113
78,22900,2,1,11,11,04110,36,4110
67,80000,1,1,14,14,04108,36,4108
69,57700,1,1,12,12,03901,36,3901
76,66000,2,1,16,16,04104,36,4104
78,6600,2,1,17,17,04103,36,4103
75,58700,2,1,12,12,04109,36,4109
94,13200,2,1,15,14,04017,36,4017
74,4800,2,1,49,49,03810,36,3810
77,16200,1,1,15,16,03703,36,3703
67,90600,1,1,17,16,03810,36,3810
66,184000,2,1,12,12,04012,36,4012
67,96300,2,1,15,16,04113,36,4113
82,25800,2,1,15,15,04113,36,4113
77,53420,2,1,16,16,03801,36,3801
72,77200,2,1,13,14,03903,36,3903
94,40000,2,1,12,12,03903,36,3903
94,17600,2,1,13,13,04105,36,4105
68,471440,1,1,14,14,04106,36,4106
71,55500,1,1,13,13,03706,36,3706
67,37100,1,1,8,8,04005,36,4005
80,40200,2,1,19,20,04102,36,4102
66,110400,2,1,16,16,03705,36,3705
76,43050,2,1,13,13,04009,36,4009
66,124200,1,1,30,30,03810,36,3810
66,126800,2,1,13,12,03810,36,3810
66,85700,2,1,12,13,03901,36,3901
65,120600,1,1,21,22,03702,36,3702
66,78460,2,1,15,15,03702,36,3702
66,48100,1,1,22,22,04103,36,4103
86,10300,2,1,14,14,04007,36,4007
69,155600,2,1,17,17,03807,36,3807
84,216600,2,1,14,14,03704,36,3704
87,32500,2,1,18,18,04104,36,4104
83,23000,2,1,17,17,04104,36,4104
78,15600,2,1,18,18,03703,36,3703
73,36000,2,1,52,53,03703,36,3703
67,165000,2,1,10,10,04004,36,4004
81,16400,2,1,12,13,04014,36,4014
71,59890,1,1,12,12,04004,36,4004
67,228700,1,1,23,23,04010,36,4010
73,22200,2,1,17,17,04013,36,4013
67,43600,1,1,24,23,03703,36,3703
78,28100,2,1,17,17,03701,36,3701
67,70500,2,1,18,18,04102,36,4102
84,13000,2,1,19,19,04101,36,4101
69,33600,2,1,21,22,03801,36,3801
76,8400,1,1,20,20,03808,36,3808
76,42600,2,1,15,15,03901,36,3901
84,108700,2,1,13,14,04009,36,4009
69,186700,1,1,14,14,03805,36,3805
75,5800,2,1,54,55,04001,36,4001
70,1400,2,1,14,14,03809,36,3809
89,35800,1,1,15,16,03702,36,3702
67,101000,2,1,16,16,04110,36,4110
75,23100,1,1,12,12,04017,36,4017
76,187600,2,1,11,11,04112,36,4112
75,40200,2,1,15,15,03810,36,3810
72,13200,1,1,38,39,04104,36,4104
89,74900,2,1,17,17,04108,36,4108
76,5500,2,1,12,12,04102,36,4102
75,130000,2,1,19,20,03805,36,3805
68,85600,1,1,17,17,04105,36,4105
70,70000,1,1,10,10,04114,36,4114
78,12400,2,1,25,25,04108,36,4108
90,29400,2,1,11,12,04017,36,4017
72,40900,2,1,10,10,04014,36,4014
72,45600,1,1,14,14,03901,36,3901
74,30000,1,1,19,19,03805,36,3805
70,59300,2,1,24,24,04103,36,4103
84,97500,2,1,16,16,04013,36,4013
67,125180,1,1,15,15,04112,36,4112
76,46000,2,1,16,17,04103,36,4103
73,13000,2,1,15,15,04110,36,4110
73,46900,2,1,29,29,04013,36,4013
67,296000,1,1,18,18,03807,36,3807
80,10000,2,1,46,46,03805,36,3805
74,2800,2,1,24,24,04103,36,4103
73,391000,2,1,17,16,03810,36,3810
77,198000,2,1,14,14,04016,36,4016
74,44700,1,1,32,32,04109,36,4109
75,19000,1,1,12,12,04005,36,4005
65,127400,2,1,21,21,03807,36,3807
67,55200,2,1,15,15,04106,36,4106
72,484300,2,1,60,60,03805,36,3805
86,24100,2,1,9,9,03903,36,3903
86,58800,2,1,19,19,03902,36,3902
80,60000,1,1,10,9,04112,36,4112
74,81700,2,1,17,18,04106,36,4106
69,135500,2,1,19,19,03806,36,3806
80,22500,2,1,13,12,04014,36,4014
76,147000,2,1,20,19,04111,36,4111
66,84000,2,1,14,15,04106,36,4106
94,18000,2,1,12,13,04114,36,4114
74,40460,2,1,16,16,04103,36,4103
67,44700,2,1,17,17,04108,36,4108
68,7700,1,1,15,15,03702,36,3702
70,28100,1,1,15,15,03901,36,3901
79,45900,2,1,18,19,03709,36,3709
68,170000,1,1,14,14,04013,36,4013
76,86560,2,1,23,24,03902,36,3902
84,22860,1,1,11,11,04103,36,4103
75,11200,2,1,19,19,04113,36,4113
81,45200,2,1,21,22,03701,36,3701
84,431000,2,1,3,2,04016,36,4016
81,51700,2,1,15,15,04013,36,4013
75,55000,2,1,13,14,03702,36,3702
72,468200,2,1,16,15,03805,36,3805
79,0,2,1,18,17,03701,36,3701
75,24800,2,1,40,39,03702,36,3702
72,73350,2,1,8,8,04101,36,4101
72,44700,1,1,18,19,03801,36,3801
87,5000,1,1,17,17,03801,36,3801
80,34600,2,1,20,20,03806,36,3806
76,57400,2,1,14,14,04107,36,4107
74,40700,1,1,12,11,04009,36,4009
65,64900,1,1,22,22,04016,36,4016
71,32700,2,1,10,10,03901,36,3901
69,39900,2,1,25,26,03709,36,3709
74,260500,2,1,9,8,04014,36,4014
74,178500,2,1,16,16,04103,36,4103
82,6450,2,1,20,20,04107,36,4107
86,35100,1,1,62,62,04008,36,4008
68,68500,2,1,10,10,03709,36,3709
70,12000,2,1,13,12,04113,36,4113
69,215000,1,1,15,14,03901,36,3901
83,48400,2,1,15,14,03809,36,3809
71,69200,2,1,17,17,03808,36,3808
79,456000,2,1,5,6,03805,36,3805
94,98800,2,1,16,16,03805,36,3805
67,81000,1,1,9,8,04105,36,4105
79,32000,2,1,37,37,03702,36,3702
77,47500,2,1,14,14,04007,36,4007
80,49500,2,1,28,27,04009,36,4009
65,223250,2,1,26,25,04106,36,4106
76,34700,2,1,16,16,04106,36,4106
94,54700,2,1,15,16,04104,36,4104
87,14300,2,1,20,20,04104,36,4104
84,25100,2,1,14,15,04007,36,4007
73,82230,1,1,31,31,04110,36,4110
82,136700,2,1,9,9,04017,36,4017
84,18900,2,1,18,17,04113,36,4113
66,242600,1,1,4,4,04105,36,4105
81,46000,1,1,11,11,04112,36,4112
68,126500,1,1,16,16,04102,36,4102
75,16800,1,1,11,11,04112,36,4112
66,55000,1,1,15,14,04111,36,4111
75,74800,1,1,14,14,03807,36,3807
69,152300,2,1,14,14,04111,36,4111
72,335000,2,1,12,12,04011,36,4011
68,36800,2,1,15,15,03806,36,3806
81,32600,2,1,13,13,04014,36,4014
72,13200,2,1,11,11,04009,36,4009
71,194600,2,1,20,20,03901,36,3901
66,90000,2,1,38,38,03703,36,3703
76,257100,1,1,16,15,04012,36,4012
68,52800,1,1,15,14,04102,36,4102
72,31230,2,1,18,18,03702,36,3702
70,241000,2,1,13,13,03805,36,3805
66,16400,1,1,33,33,04002,36,4002
84,256000,2,1,13,13,04105,36,4105
73,63600,2,1,39,39,03702,36,3702
72,57304,1,1,10,10,04112,36,4112
65,123400,2,1,26,26,03810,36,3810
75,30000,2,1,17,17,03901,36,3901
80,128100,2,1,15,14,04104,36,4104
72,36000,2,1,17,17,04101,36,4101
75,9600,2,1,10,11,04111,36,4111
72,35200,1,1,14,14,04101,36,4101
80,81200,2,1,10,10,04105,36,4105
65,87000,1,1,15,15,04104,36,4104
70,105000,1,1,15,15,04011,36,4011
94,45400,2,1,31,30,04015,36,4015
65,72800,2,1,14,15,03902,36,3902
70,152400,2,1,33,34,04105,36,4105
68,34000,2,1,10,10,04013,36,4013
65,76600,2,1,12,13,04016,36,4016
74,70700,2,1,21,21,04103,36,4103
74,56900,2,1,16,16,04103,36,4103
67,1100,1,1,44,44,04008,36,4008
85,150300,1,1,23,24,04004,36,4004
74,38100,1,1,7,8,04105,36,4105
75,69300,2,1,24,24,04112,36,4112
88,58800,2,1,16,16,03901,36,3901
81,51000,2,1,17,17,03703,36,3703
70,129400,2,1,13,13,04103,36,4103
85,72400,2,1,9,9,03704,36,3704
66,12000,2,1,11,12,04109,36,4109
70,222900,2,1,20,20,03807,36,3807
65,107800,2,1,43,43,03805,36,3805
72,103000,1,1,17,17,04105,36,4105
67,63000,2,1,23,23,03802,36,3802
76,15800,2,1,23,23,03810,36,3810
72,49000,2,1,20,19,04013,36,4013
71,128780,1,1,9,10,04105,36,4105
73,261000,2,1,22,21,03805,36,3805
69,33700,2,1,52,52,03703,36,3703
78,157000,2,1,18,18,04108,36,4108
69,47500,1,1,16,16,04105,36,4105
83,21600,2,1,10,10,04105,36,4105
83,123800,2,1,14,14,04003,36,4003
66,53400,2,1,14,14,04108,36,4108
66,56300,2,1,8,9,04113,36,4113
65,161800,1,1,15,15,03902,36,3902
65,59600,2,1,16,16,04106,36,4106
72,153500,2,1,12,12,04015,36,4015
66,856900,1,1,18,19,03805,36,3805
67,119000,2,1,1,2,04112,36,4112
71,34100,1,1,19,18,03901,36,3901
74,12400,1,1,14,13,03901,36,3901
76,60000,1,1,18,17,04015,36,4015
77,309600,2,1,16,16,03805,36,3805
68,220000,2,1,5,6,04103,36,4103
87,15000,2,1,9,10,03702,36,3702
72,50400,1,1,13,13,03704,36,3704
69,47700,2,1,16,16,03805,36,3805
77,75300,1,1,13,13,03903,36,3903
71,37200,2,1,17,17,03805,36,3805
72,37600,1,1,22,22,03806,36,3806
77,26500,2,1,13,13,03902,36,3902
69,36100,1,1,18,17,04103,36,4103
84,24000,2,1,19,19,04109,36,4109
80,29780,2,1,20,20,04102,36,4102
65,80400,1,1,12,12,04110,36,4110
85,35720,2,1,11,11,04014,36,4014
74,160900,2,1,12,11,04017,36,4017
82,54200,2,1,19,18,04103,36,4103
69,206400,2,1,21,21,03806,36,3806
67,178980,1,1,20,20,03901,36,3901
74,130980,1,1,20,20,03701,36,3701
71,109000,2,1,22,21,03809,36,3809
74,66000,2,1,10,9,04016,36,4016
67,142200,1,1,10,9,04005,36,4005
85,16700,2,1,22,22,04009,36,4009
72,58800,2,1,8,9,04017,36,4017
73,12100,2,1,19,19,03809,36,3809
94,28500,2,1,33,33,04104,36,4104
94,34600,2,1,13,13,04009,36,4009
89,61300,2,1,4,4,04112,36,4112
69,31800,1,1,13,12,04009,36,4009
80,68700,2,1,12,13,03701,36,3701
84,137780,2,1,14,14,04006,36,4006
88,23250,2,1,14,14,04110,36,4110
80,231000,2,1,19,19,03805,36,3805
74,58400,2,1,22,22,03808,36,3808
85,12280,1,1,16,16,04006,36,4006
83,42200,2,1,16,16,04016,36,4016
71,151000,2,1,23,24,03806,36,3806
68,233000,2,1,20,20,03806,36,3806
71,18400,2,1,14,14,04012,36,4012
81,13200,1,1,43,43,04103,36,4103
85,50400,1,1,13,14,04015,36,4015
72,11400,2,1,8,7,04016,36,4016
90,47500,2,1,15,15,03701,36,3701
85,61200,2,1,10,10,04007,36,4007
66,79100,2,1,81,81,04101,36,4101
76,46000,2,1,9,9,04114,36,4114
68,71300,2,1,20,20,03805,36,3805
82,118300,2,1,11,11,04008,36,4008
72,10800,2,1,21,21,04001,36,4001
86,75000,2,1,13,13,04009,36,4009
72,54200,2,1,13,13,04017,36,4017
75,113600,2,1,19,19,03805,36,3805
83,14100,2,1,27,28,03903,36,3903
87,10600,2,1,16,16,03709,36,3709
72,162500,1,1,10,10,04016,36,4016
78,98700,2,1,25,25,04112,36,4112
79,58500,2,1,15,15,03702,36,3702
83,24800,2,1,22,21,03807,36,3807
85,13800,2,1,13,13,04111,36,4111
74,373800,1,1,13,13,04005,36,4005
85,11000,2,1,13,13,04018,36,4018
79,3100,2,1,18,17,04111,36,4111
65,102000,2,1,17,17,03901,36,3901
76,54100,2,1,13,13,04111,36,4111
67,12000,2,1,10,10,04113,36,4113
79,130900,1,1,9,8,04016,36,4016
84,11200,2,1,22,22,03805,36,3805
65,34820,2,1,42,41,04013,36,4013
69,31500,2,1,22,22,03805,36,3805
85,25340,2,1,15,16,04103,36,4103
75,243100,2,1,18,18,04105,36,4105
76,17200,2,1,13,13,04009,36,4009
79,31360,2,1,19,20,03802,36,3802
65,11800,2,1,3,2,04009,36,4009
71,193400,2,1,37,36,03702,36,3702
65,26200,2,1,34,35,04113,36,4113
73,68400,1,1,23,22,03701,36,3701
79,48610,2,1,22,21,04104,36,4104
77,146000,2,1,22,22,03808,36,3808
86,46900,2,1,12,12,03809,36,3809
75,23600,2,1,13,13,04113,36,4113
70,26900,2,1,12,12,04003,36,4003
68,12380,2,1,15,15,04110,36,4110
77,8900,2,1,10,10,03804,36,3804
78,63600,2,1,18,18,04109,36,4109
69,746000,2,1,22,21,03806,36,3806
79,210800,2,1,18,18,03810,36,3810
71,72500,2,1,15,15,03902,36,3902
75,14000,2,1,11,12,04104,36,4104
66,43100,1,1,33,33,03901,36,3901
68,97400,1,1,11,11,04017,36,4017
70,66800,2,1,15,15,04017,36,4017
74,54800,2,1,13,13,04111,36,4111
69,500,2,1,12,11,04112,36,4112
76,48100,2,1,17,17,04109,36,4109
94,19900,2,1,17,17,03703,36,3703
75,245700,2,1,19,19,03805,36,3805
79,21700,2,1,13,13,03901,36,3901
67,57800,2,1,27,28,04013,36,4013
94,7000,2,1,18,19,04108,36,4108
79,78400,1,1,17,17,04113,36,4113
69,114200,2,1,12,12,04106,36,4106
65,205500,2,1,10,10,03805,36,3805
67,49500,2,1,15,15,04016,36,4016
65,43700,2,1,36,35,04109,36,4109
86,44650,2,1,13,13,04104,36,4104
80,18200,2,1,53,53,04114,36,4114
65,115000,2,1,21,21,03805,36,3805
67,11000,2,1,13,13,03902,36,3902
68,92000,1,1,35,35,04001,36,4001
80,226000,2,1,20,20,03808,36,3808
74,77000,2,1,10,10,04105,36,4105
76,31800,2,1,14,14,04110,36,4110
74,26000,2,1,8,9,04009,36,4009
71,157000,1,1,17,17,04114,36,4114
75,0,1,1,23,23,04008,36,4008
83,22100,2,1,23,23,03806,36,3806
70,58800,1,1,16,16,04009,36,4009
68,23700,2,1,10,10,04016,36,4016
74,107950,2,1,15,14,04101,36,4101
90,203230,2,1,19,20,04017,36,4017
69,170200,1,1,15,14,04103,36,4103
88,163800,2,1,13,13,04114,36,4114
78,38900,2,1,9,9,03706,36,3706
73,208400,1,1,22,21,04010,36,4010
86,215400,2,1,18,18,03701,36,3701
85,21000,2,1,15,14,04112,36,4112
84,62000,2,1,18,18,04001,36,4001
65,205000,1,1,23,22,03806,36,3806
68,97800,2,1,16,15,04010,36,4010
69,23780,2,1,18,18,04110,36,4110
76,29400,1,1,6,6,04112,36,4112
85,47700,2,1,9,8,04114,36,4114
82,57100,2,1,17,16,03708,36,3708
75,23300,2,1,17,17,03703,36,3703
73,12800,2,1,10,10,04016,36,4016
94,23500,2,1,15,15,04105,36,4105
77,81600,1,1,13,13,04017,36,4017
65,178500,2,1,22,22,04104,36,4104
76,56000,2,1,10,10,04106,36,4106
72,23500,2,1,38,38,03704,36,3704
86,55500,1,1,18,19,04112,36,4112
81,40200,1,1,14,14,04111,36,4111
76,23600,2,1,14,13,03704,36,3704
79,41000,2,1,7,8,04017,36,4017
88,51800,2,1,15,14,04016,36,4016
74,16700,1,1,11,11,04017,36,4017
74,20600,1,1,16,16,04102,36,4102
66,340800,2,1,17,17,03809,36,3809
70,149200,2,1,46,45,03901,36,3901
65,76000,1,1,29,29,04111,36,4111
70,23700,2,1,13,12,04001,36,4001
65,50700,1,1,5,5,04104,36,4104
72,75000,2,1,15,14,04104,36,4104
72,17700,2,1,16,15,04004,36,4004
84,26130,2,1,13,14,04106,36,4106
79,22700,2,1,13,13,03704,36,3704
84,21300,2,1,7,7,03702,36,3702
75,42790,2,1,23,23,03805,36,3805
67,186600,1,1,24,23,04113,36,4113
85,27980,2,1,21,21,03807,36,3807
68,90900,1,1,23,23,04109,36,4109
74,32000,2,1,24,23,03810,36,3810
70,36400,2,1,14,15,04017,36,4017
68,173500,2,1,21,21,04018,36,4018
74,79200,1,1,14,14,04110,36,4110
80,45300,2,1,11,12,03903,36,3903
68,139100,1,1,14,15,04110,36,4110
69,129700,1,1,29,29,04105,36,4105
65,121000,2,1,13,13,04018,36,4018
71,54000,2,1,21,20,04103,36,4103
66,49000,2,1,26,27,03808,36,3808
79,27900,2,1,32,32,03805,36,3805
65,14800,1,1,41,40,04112,36,4112
68,26100,1,1,26,26,04010,36,4010
88,61000,2,1,19,19,03810,36,3810
79,148920,2,1,16,16,04013,36,4013
66,324300,1,1,18,18,03805,36,3805
78,15900,2,1,24,23,03808,36,3808
71,21500,2,1,11,11,04103,36,4103
83,27300,1,1,15,15,03903,36,3903
77,18500,2,1,15,15,03809,36,3809
87,15700,2,1,17,17,04103,36,4103
76,17500,2,1,13,14,04107,36,4107
67,29700,2,1,13,12,04017,36,4017
66,37500,2,1,15,15,03703,36,3703
65,166900,1,1,15,14,03805,36,3805
82,28100,2,1,18,17,04017,36,4017
75,59400,1,1,12,12,04112,36,4112
65,172000,2,1,21,20,03903,36,3903
82,31300,1,1,28,29,04015,36,4015
65,75700,2,1,16,16,04105,36,4105
82,6000,2,1,45,45,04012,36,4012
68,64100,2,1,19,20,03901,36,3901
76,93800,1,1,14,14,04107,36,4107
68,54070,2,1,14,14,03701,36,3701
83,56500,2,1,17,17,04015,36,4015
86,26000,2,1,23,23,04009,36,4009
67,76400,1,1,22,22,03806,36,3806
65,105000,1,1,13,14,04106,36,4106
88,42200,2,1,13,13,04105,36,4105
67,145700,2,1,14,14,03902,36,3902
88,44600,2,1,15,16,04001,36,4001
79,14500,2,1,12,12,04016,36,4016
67,9300,2,1,21,21,04015,36,4015
69,85610,1,1,10,11,04104,36,4104
74,320000,2,1,18,19,03805,36,3805
70,38000,1,1,15,16,03704,36,3704
75,39600,2,1,10,10,04016,36,4016
76,14700,2,1,17,17,03703,36,3703
71,9600,1,1,23,23,04010,36,4010
73,52900,2,1,17,16,04018,36,4018
85,13900,2,1,13,13,04013,36,4013
66,1006000,2,1,15,14,03805,36,3805
72,25000,2,1,12,12,04114,36,4114
66,95810,2,1,13,13,03902,36,3902
69,42800,1,1,12,12,04010,36,4010
71,7500,2,1,40,40,04015,36,4015
70,29800,2,1,4,4,04112,36,4112
81,130700,2,1,18,19,04103,36,4103
79,65200,2,1,20,19,03701,36,3701
76,47900,2,1,20,20,04108,36,4108
73,182200,2,1,29,29,03902,36,3902
71,35000,1,1,13,14,04106,36,4106
74,58600,2,1,17,17,04103,36,4103
69,66400,2,1,19,18,04109,36,4109
72,43200,2,1,12,12,04105,36,4105
67,40000,1,1,26,27,04010,36,4010
94,19800,2,1,12,12,04016,36,4016
85,26700,2,1,14,14,03704,36,3704
85,28100,2,1,12,12,04018,36,4018
77,71000,2,1,26,25,03903,36,3903
67,28000,2,1,9,9,04108,36,4108
85,91900,2,1,16,16,03903,36,3903
74,114420,2,1,20,20,03703,36,3703
69,20000,1,1,30,30,04012,36,4012
67,80510,2,1,13,13,04104,36,4104
65,23400,2,1,68,68,04113,36,4113
66,75000,1,1,24,23,03702,36,3702
68,110000,1,1,20,20,03901,36,3901
84,22000,2,1,35,35,04107,36,4107
65,15000,2,1,36,37,04009,36,4009
76,25900,2,1,14,14,04016,36,4016
76,17200,1,1,37,38,03902,36,3902
80,54000,2,1,11,10,04005,36,4005
78,33500,2,1,28,29,03701,36,3701
69,109100,2,1,14,14,04104,36,4104
65,98300,1,1,13,13,04105,36,4105
82,41310,2,1,23,22,04104,36,4104
71,158900,1,1,22,23,03903,36,3903
71,11600,1,1,13,13,04110,36,4110
78,87600,1,1,13,14,04109,36,4109
73,21000,2,1,21,22,03805,36,3805
74,138100,2,1,17,17,04106,36,4106
69,32900,1,1,18,17,04103,36,4103
74,121620,1,1,13,13,04105,36,4105
71,125500,2,1,11,11,03806,36,3806
66,60000,1,1,11,12,04016,36,4016
66,39100,2,1,20,19,04113,36,4113
75,36500,2,1,24,24,03808,36,3808
76,1375600,2,1,23,23,03806,36,3806
72,54850,1,1,19,19,03702,36,3702
72,92000,2,1,16,16,04101,36,4101
78,50800,2,1,14,14,04003,36,4003
76,46300,2,1,25,26,04106,36,4106
67,84700,1,1,16,16,04108,36,4108
74,66200,2,1,25,25,03703,36,3703
67,0,2,1,9,9,04018,36,4018
83,123900,2,1,9,9,04112,36,4112
65,87600,2,1,12,12,04105,36,4105
82,47220,2,1,8,8,04013,36,4013
84,19600,2,1,13,14,04008,36,4008
71,47600,1,1,17,18,03901,36,3901
67,126600,2,1,14,13,03902,36,3902
87,18000,2,1,18,19,04014,36,4014
86,0,1,1,13,13,03704,36,3704
68,91000,2,1,17,18,04017,36,4017
81,24700,2,1,34,33,03709,36,3709
79,15600,2,1,20,21,03901,36,3901
78,25000,1,1,17,17,04010,36,4010
65,123400,1,1,53,54,04009,36,4009
70,68800,1,1,31,32,03703,36,3703
74,79800,1,1,16,17,04003,36,4003
83,218400,2,1,15,15,04108,36,4108
69,75000,1,1,16,17,04008,36,4008
80,21400,2,1,13,13,04104,36,4104
65,50000,1,1,18,18,03903,36,3903
94,63310,1,1,14,14,03903,36,3903
80,81800,1,1,16,16,03901,36,3901
68,581400,2,1,17,17,04107,36,4107
83,532000,2,1,18,17,04010,36,4010
78,17600,2,1,14,14,03901,36,3901
89,0,2,1,22,21,04103,36,4103
66,225100,2,1,28,28,04106,36,4106
77,43400,1,1,16,16,04111,36,4111
73,91500,1,1,29,30,03702,36,3702
65,47300,2,1,16,16,04103,36,4103
71,93600,1,1,30,31,03710,36,3710
69,29830,2,1,20,20,03903,36,3903
79,3000,2,1,16,16,04009,36,4009
79,20680,2,1,17,17,04101,36,4101
67,13500,1,1,7,7,04017,36,4017
65,136000,2,1,17,17,03808,36,3808
80,13000,1,1,60,60,03902,36,3902
69,35300,1,1,11,10,03903,36,3903
81,24000,2,1,18,18,03902,36,3902
89,47800,2,1,8,9,04106,36,4106
75,50100,2,1,11,11,04110,36,4110
69,90600,1,1,14,14,04014,36,4014
65,82600,1,1,1,1,04103,36,4103
67,277300,1,1,17,17,04105,36,4105
72,77900,2,1,54,54,04006,36,4006
70,39500,2,1,11,11,03901,36,3901
65,19000,1,1,33,33,04006,36,4006
81,31280,2,1,16,16,04015,36,4015
68,28100,1,1,11,11,03901,36,3901
69,50900,1,1,11,11,04110,36,4110
79,24000,2,1,32,32,04013,36,4013
68,11300,2,1,20,19,04103,36,4103
66,45030,1,1,21,20,03710,36,3710
71,15400,1,1,47,48,04010,36,4010
83,83500,2,1,9,8,03901,36,3901
68,62600,1,1,16,17,04104,36,4104
87,20400,2,1,20,21,04009,36,4009
65,440000,2,1,10,10,04016,36,4016
89,13200,2,1,40,41,04017,36,4017
79,150300,1,1,10,10,03705,36,3705
69,209300,2,1,12,13,03902,36,3902
69,30800,2,1,12,12,03901,36,3901
94,12000,1,1,17,17,03807,36,3807
70,80000,1,1,37,38,04002,36,4002
69,20800,2,1,18,18,03808,36,3808
70,37100,2,1,42,41,04018,36,4018
72,33000,2,1,8,9,04107,36,4107
80,21600,2,1,11,11,04018,36,4018
72,0,2,1,10,10,04017,36,4017
73,400,2,1,11,11,04012,36,4012
67,105600,1,1,24,23,03702,36,3702
76,14500,2,1,24,25,04006,36,4006
67,21400,2,1,28,29,03705,36,3705
